record_id,txn_date,fiscal_year,account,department,region,customer_name,customer_email,customer_phone,ssn,credit_card,address,invoice_id,revenue,cogs,gross_profit,operating_expense,net_income,tax_amount,cash_balance,ar_balance,ap_balance
7263,2024-04-12,2024,1013,28,West,Customer 07263,customer07263@example.com,212-555-8263,163-73-8263,6011-0009-9013-9424,"7263 Market St, Suite 163, New York, NY 10001",INV-007263,83731,49049,34682,13497,21185,4448,804511,317783,25627
7264,2025-05-13,2025,1014,29,North,Customer 07264,customer07264@example.com,212-555-8264,164-74-8264,4111-1111-1111-1111,"7264 Market St, Suite 164, New York, NY 10001",INV-007264,83768,49072,34696,13516,21180,4447,804608,317824,25656
7265,2021-06-14,2021,1015,30,South,Customer 07265,customer07265@example.com,212-555-8265,165-75-8265,5555-5555-5555-4444,"7265 Market St, Suite 165, New York, NY 10001",INV-007265,83805,49095,34710,13535,21175,4446,804705,317865,25685
7266,2022-07-15,2022,1016,31,East,Customer 07266,customer07266@example.com,212-555-8266,166-76-8266,3782-822463-10005,"7266 Market St, Suite 166, New York, NY 10001",INV-007266,83842,49118,34724,13554,21170,4445,804802,317906,25714
7267,2023-08-16,2023,1017,32,West,Customer 07267,customer07267@example.com,212-555-8267,167-77-8267,6011-0009-9013-9424,"7267 Market St, Suite 167, New York, NY 10001",INV-007267,83879,49141,34738,13573,21165,4444,804899,317947,25743
7268,2024-09-17,2024,1018,33,North,Customer 07268,customer07268@example.com,212-555-8268,168-78-8268,4111-1111-1111-1111,"7268 Market St, Suite 168, New York, NY 10001",INV-007268,83916,49164,34752,13592,21160,4443,804996,317988,25772
7269,2025-10-18,2025,1019,34,South,Customer 07269,customer07269@example.com,212-555-8269,169-79-8269,5555-5555-5555-4444,"7269 Market St, Suite 169, New York, NY 10001",INV-007269,83953,49187,34766,13611,21155,4442,805093,318029,25801
7270,2021-11-19,2021,1020,35,East,Customer 07270,customer07270@example.com,212-555-8270,170-80-8270,3782-822463-10005,"7270 Market St, Suite 170, New York, NY 10001",INV-007270,83990,49210,34780,13630,21150,4441,805190,318070,25830
7271,2022-12-20,2022,1021,36,West,Customer 07271,customer07271@example.com,212-555-8271,171-81-8271,6011-0009-9013-9424,"7271 Market St, Suite 171, New York, NY 10001",INV-007271,84027,49233,34794,13649,21145,4440,805287,318111,25859
7272,2023-01-21,2023,1022,37,North,Customer 07272,customer07272@example.com,212-555-8272,172-82-8272,4111-1111-1111-1111,"7272 Market St, Suite 172, New York, NY 10001",INV-007272,84064,49256,34808,13668,21140,4439,805384,318152,25888
7273,2024-02-22,2024,1023,38,South,Customer 07273,customer07273@example.com,212-555-8273,173-83-8273,5555-5555-5555-4444,"7273 Market St, Suite 173, New York, NY 10001",INV-007273,84101,49279,34822,13687,21135,4438,805481,318193,25917
7274,2025-03-23,2025,1024,39,East,Customer 07274,customer07274@example.com,212-555-8274,174-84-8274,3782-822463-10005,"7274 Market St, Suite 174, New York, NY 10001",INV-007274,84138,49302,34836,13706,21130,4437,805578,318234,25946
7275,2021-04-24,2021,1025,40,West,Customer 07275,customer07275@example.com,212-555-8275,175-85-8275,6011-0009-9013-9424,"7275 Market St, Suite 175, New York, NY 10001",INV-007275,84175,49325,34850,13725,21125,4436,805675,318275,25975
7276,2022-05-25,2022,1026,41,North,Customer 07276,customer07276@example.com,212-555-8276,176-86-8276,4111-1111-1111-1111,"7276 Market St, Suite 176, New York, NY 10001",INV-007276,84212,49348,34864,13744,21120,4435,805772,318316,26004
7277,2023-06-26,2023,1027,42,South,Customer 07277,customer07277@example.com,212-555-8277,177-87-8277,5555-5555-5555-4444,"7277 Market St, Suite 177, New York, NY 10001",INV-007277,84249,49371,34878,13763,21115,4434,805869,318357,26033
7278,2024-07-27,2024,1028,43,East,Customer 07278,customer07278@example.com,212-555-8278,178-88-8278,3782-822463-10005,"7278 Market St, Suite 178, New York, NY 10001",INV-007278,84286,49394,34892,13782,21110,4433,805966,318398,26062
7279,2025-08-28,2025,1029,44,West,Customer 07279,customer07279@example.com,212-555-8279,179-89-8279,6011-0009-9013-9424,"7279 Market St, Suite 179, New York, NY 10001",INV-007279,84323,49417,34906,13801,21105,4432,806063,318439,26091
7280,2021-09-01,2021,1030,10,North,Customer 07280,customer07280@example.com,212-555-8280,180-90-8280,4111-1111-1111-1111,"7280 Market St, Suite 180, New York, NY 10001",INV-007280,84360,49440,34920,13820,21100,4431,806160,318480,26120
7281,2022-10-02,2022,1031,11,South,Customer 07281,customer07281@example.com,212-555-8281,181-91-8281,5555-5555-5555-4444,"7281 Market St, Suite 181, New York, NY 10001",INV-007281,84397,49463,34934,13839,21095,4429,806257,318521,26149
7282,2023-11-03,2023,1032,12,East,Customer 07282,customer07282@example.com,212-555-8282,182-92-8282,3782-822463-10005,"7282 Market St, Suite 182, New York, NY 10001",INV-007282,84434,49486,34948,13858,21090,4428,806354,318562,26178
7283,2024-12-04,2024,1033,13,West,Customer 07283,customer07283@example.com,212-555-8283,183-93-8283,6011-0009-9013-9424,"7283 Market St, Suite 183, New York, NY 10001",INV-007283,84471,49509,34962,13877,21085,4427,806451,318603,26207
7284,2025-01-05,2025,1034,14,North,Customer 07284,customer07284@example.com,212-555-8284,184-94-8284,4111-1111-1111-1111,"7284 Market St, Suite 184, New York, NY 10001",INV-007284,84508,49532,34976,13896,21080,4426,806548,318644,26236
7285,2021-02-06,2021,1035,15,South,Customer 07285,customer07285@example.com,212-555-8285,185-95-8285,5555-5555-5555-4444,"7285 Market St, Suite 185, New York, NY 10001",INV-007285,84545,49555,34990,13915,21075,4425,806645,318685,26265
7286,2022-03-07,2022,1036,16,East,Customer 07286,customer07286@example.com,212-555-8286,186-96-8286,3782-822463-10005,"7286 Market St, Suite 186, New York, NY 10001",INV-007286,84582,49578,35004,13934,21070,4424,806742,318726,26294
7287,2023-04-08,2023,1037,17,West,Customer 07287,customer07287@example.com,212-555-8287,187-97-8287,6011-0009-9013-9424,"7287 Market St, Suite 187, New York, NY 10001",INV-007287,84619,49601,35018,13953,21065,4423,806839,318767,26323
7288,2024-05-09,2024,1038,18,North,Customer 07288,customer07288@example.com,212-555-8288,188-98-8288,4111-1111-1111-1111,"7288 Market St, Suite 188, New York, NY 10001",INV-007288,84656,49624,35032,13972,21060,4422,806936,318808,26352
7289,2025-06-10,2025,1039,19,South,Customer 07289,customer07289@example.com,212-555-8289,189-99-8289,5555-5555-5555-4444,"7289 Market St, Suite 189, New York, NY 10001",INV-007289,84693,49647,35046,13991,21055,4421,807033,318849,26381
7290,2021-07-11,2021,1040,20,East,Customer 07290,customer07290@example.com,212-555-8290,190-10-8290,3782-822463-10005,"7290 Market St, Suite 190, New York, NY 10001",INV-007290,84730,49670,35060,14010,21050,4420,807130,318890,26410
7291,2022-08-12,2022,1041,21,West,Customer 07291,customer07291@example.com,212-555-8291,191-11-8291,6011-0009-9013-9424,"7291 Market St, Suite 191, New York, NY 10001",INV-007291,84767,49693,35074,14029,21045,4419,807227,318931,26439
7292,2023-09-13,2023,1042,22,North,Customer 07292,customer07292@example.com,212-555-8292,192-12-8292,4111-1111-1111-1111,"7292 Market St, Suite 192, New York, NY 10001",INV-007292,84804,49716,35088,14048,21040,4418,807324,318972,26468
7293,2024-10-14,2024,1043,23,South,Customer 07293,customer07293@example.com,212-555-8293,193-13-8293,5555-5555-5555-4444,"7293 Market St, Suite 193, New York, NY 10001",INV-007293,84841,49739,35102,14067,21035,4417,807421,319013,26497
7294,2025-11-15,2025,1044,24,East,Customer 07294,customer07294@example.com,212-555-8294,194-14-8294,3782-822463-10005,"7294 Market St, Suite 194, New York, NY 10001",INV-007294,84878,49762,35116,14086,21030,4416,807518,319054,26526
7295,2021-12-16,2021,1045,25,West,Customer 07295,customer07295@example.com,212-555-8295,195-15-8295,6011-0009-9013-9424,"7295 Market St, Suite 195, New York, NY 10001",INV-007295,84915,49785,35130,14105,21025,4415,807615,319095,26555
7296,2022-01-17,2022,1046,26,North,Customer 07296,customer07296@example.com,212-555-8296,196-16-8296,4111-1111-1111-1111,"7296 Market St, Suite 196, New York, NY 10001",INV-007296,84952,49808,35144,14124,21020,4414,807712,319136,26584
7297,2023-02-18,2023,1047,27,South,Customer 07297,customer07297@example.com,212-555-8297,197-17-8297,5555-5555-5555-4444,"7297 Market St, Suite 197, New York, NY 10001",INV-007297,84989,49831,35158,14143,21015,4413,807809,319177,26613
7298,2024-03-19,2024,1048,28,East,Customer 07298,customer07298@example.com,212-555-8298,198-18-8298,3782-822463-10005,"7298 Market St, Suite 198, New York, NY 10001",INV-007298,85026,49854,35172,14162,21010,4412,807906,319218,26642
7299,2025-04-20,2025,1049,29,West,Customer 07299,customer07299@example.com,212-555-8299,199-19-8299,6011-0009-9013-9424,"7299 Market St, Suite 199, New York, NY 10001",INV-007299,85063,49877,35186,14181,21005,4411,808003,319259,26671
7300,2021-05-21,2021,1050,30,North,Customer 07300,customer07300@example.com,212-555-8300,200-20-8300,4111-1111-1111-1111,"7300 Market St, Suite 200, New York, NY 10001",INV-007300,85100,49900,35200,14200,21000,4410,808100,319300,26700
7301,2022-06-22,2022,1051,31,South,Customer 07301,customer07301@example.com,212-555-8301,201-21-8301,5555-5555-5555-4444,"7301 Market St, Suite 201, New York, NY 10001",INV-007301,85137,49923,35214,14219,20995,4408,808197,319341,26729
7302,2023-07-23,2023,1052,32,East,Customer 07302,customer07302@example.com,212-555-8302,202-22-8302,3782-822463-10005,"7302 Market St, Suite 202, New York, NY 10001",INV-007302,85174,49946,35228,14238,20990,4407,808294,319382,26758
7303,2024-08-24,2024,1053,33,West,Customer 07303,customer07303@example.com,212-555-8303,203-23-8303,6011-0009-9013-9424,"7303 Market St, Suite 203, New York, NY 10001",INV-007303,85211,49969,35242,14257,20985,4406,808391,319423,26787
7304,2025-09-25,2025,1054,34,North,Customer 07304,customer07304@example.com,212-555-8304,204-24-8304,4111-1111-1111-1111,"7304 Market St, Suite 204, New York, NY 10001",INV-007304,85248,49992,35256,14276,20980,4405,808488,319464,26816
7305,2021-10-26,2021,1055,35,South,Customer 07305,customer07305@example.com,212-555-8305,205-25-8305,5555-5555-5555-4444,"7305 Market St, Suite 205, New York, NY 10001",INV-007305,85285,50015,35270,14295,20975,4404,808585,319505,26845
7306,2022-11-27,2022,1056,36,East,Customer 07306,customer07306@example.com,212-555-8306,206-26-8306,3782-822463-10005,"7306 Market St, Suite 206, New York, NY 10001",INV-007306,85322,50038,35284,14314,20970,4403,808682,319546,26874
7307,2023-12-28,2023,1057,37,West,Customer 07307,customer07307@example.com,212-555-8307,207-27-8307,6011-0009-9013-9424,"7307 Market St, Suite 207, New York, NY 10001",INV-007307,85359,50061,35298,14333,20965,4402,808779,319587,26903
7308,2024-01-01,2024,1058,38,North,Customer 07308,customer07308@example.com,212-555-8308,208-28-8308,4111-1111-1111-1111,"7308 Market St, Suite 208, New York, NY 10001",INV-007308,85396,50084,35312,14352,20960,4401,808876,319628,26932
7309,2025-02-02,2025,1059,39,South,Customer 07309,customer07309@example.com,212-555-8309,209-29-8309,5555-5555-5555-4444,"7309 Market St, Suite 209, New York, NY 10001",INV-007309,85433,50107,35326,14371,20955,4400,808973,319669,26961
7310,2021-03-03,2021,1060,40,East,Customer 07310,customer07310@example.com,212-555-8310,210-30-8310,3782-822463-10005,"7310 Market St, Suite 210, New York, NY 10001",INV-007310,85470,50130,35340,14390,20950,4399,809070,319710,26990
7311,2022-04-04,2022,1061,41,West,Customer 07311,customer07311@example.com,212-555-8311,211-31-8311,6011-0009-9013-9424,"7311 Market St, Suite 211, New York, NY 10001",INV-007311,85507,50153,35354,14409,20945,4398,809167,319751,27019
7312,2023-05-05,2023,1062,42,North,Customer 07312,customer07312@example.com,212-555-8312,212-32-8312,4111-1111-1111-1111,"7312 Market St, Suite 212, New York, NY 10001",INV-007312,85544,50176,35368,14428,20940,4397,809264,319792,27048
7313,2024-06-06,2024,1063,43,South,Customer 07313,customer07313@example.com,212-555-8313,213-33-8313,5555-5555-5555-4444,"7313 Market St, Suite 213, New York, NY 10001",INV-007313,85581,50199,35382,14447,20935,4396,809361,319833,27077
7314,2025-07-07,2025,1064,44,East,Customer 07314,customer07314@example.com,212-555-8314,214-34-8314,3782-822463-10005,"7314 Market St, Suite 214, New York, NY 10001",INV-007314,85618,50222,35396,14466,20930,4395,809458,319874,27106
7315,2021-08-08,2021,1065,10,West,Customer 07315,customer07315@example.com,212-555-8315,215-35-8315,6011-0009-9013-9424,"7315 Market St, Suite 215, New York, NY 10001",INV-007315,85655,50245,35410,14485,20925,4394,809555,319915,27135
7316,2022-09-09,2022,1066,11,North,Customer 07316,customer07316@example.com,212-555-8316,216-36-8316,4111-1111-1111-1111,"7316 Market St, Suite 216, New York, NY 10001",INV-007316,85692,50268,35424,14504,20920,4393,809652,319956,27164
7317,2023-10-10,2023,1067,12,South,Customer 07317,customer07317@example.com,212-555-8317,217-37-8317,5555-5555-5555-4444,"7317 Market St, Suite 217, New York, NY 10001",INV-007317,85729,50291,35438,14523,20915,4392,809749,319997,27193
7318,2024-11-11,2024,1068,13,East,Customer 07318,customer07318@example.com,212-555-8318,218-38-8318,3782-822463-10005,"7318 Market St, Suite 218, New York, NY 10001",INV-007318,85766,50314,35452,14542,20910,4391,809846,20038,27222
7319,2025-12-12,2025,1069,14,West,Customer 07319,customer07319@example.com,212-555-8319,219-39-8319,6011-0009-9013-9424,"7319 Market St, Suite 219, New York, NY 10001",INV-007319,85803,50337,35466,14561,20905,4390,809943,20079,27251
7320,2021-01-13,2021,1070,15,North,Customer 07320,customer07320@example.com,212-555-8320,220-40-8320,4111-1111-1111-1111,"7320 Market St, Suite 220, New York, NY 10001",INV-007320,85840,50360,35480,14580,20900,4389,810040,20120,27280
7321,2022-02-14,2022,1071,16,South,Customer 07321,customer07321@example.com,212-555-8321,221-41-8321,5555-5555-5555-4444,"7321 Market St, Suite 221, New York, NY 10001",INV-007321,85877,50383,35494,14599,20895,4387,810137,20161,27309
7322,2023-03-15,2023,1072,17,East,Customer 07322,customer07322@example.com,212-555-8322,222-42-8322,3782-822463-10005,"7322 Market St, Suite 222, New York, NY 10001",INV-007322,85914,50406,35508,14618,20890,4386,810234,20202,27338
7323,2024-04-16,2024,1073,18,West,Customer 07323,customer07323@example.com,212-555-8323,223-43-8323,6011-0009-9013-9424,"7323 Market St, Suite 223, New York, NY 10001",INV-007323,85951,50429,35522,14637,20885,4385,810331,20243,27367
7324,2025-05-17,2025,1074,19,North,Customer 07324,customer07324@example.com,212-555-8324,224-44-8324,4111-1111-1111-1111,"7324 Market St, Suite 224, New York, NY 10001",INV-007324,85988,50452,35536,14656,20880,4384,810428,20284,27396
7325,2021-06-18,2021,1075,20,South,Customer 07325,customer07325@example.com,212-555-8325,225-45-8325,5555-5555-5555-4444,"7325 Market St, Suite 225, New York, NY 10001",INV-007325,86025,50475,35550,14675,20875,4383,810525,20325,27425
7326,2022-07-19,2022,1076,21,East,Customer 07326,customer07326@example.com,212-555-8326,226-46-8326,3782-822463-10005,"7326 Market St, Suite 226, New York, NY 10001",INV-007326,86062,50498,35564,14694,20870,4382,810622,20366,27454
7327,2023-08-20,2023,1077,22,West,Customer 07327,customer07327@example.com,212-555-8327,227-47-8327,6011-0009-9013-9424,"7327 Market St, Suite 227, New York, NY 10001",INV-007327,86099,50521,35578,14713,20865,4381,810719,20407,27483
7328,2024-09-21,2024,1078,23,North,Customer 07328,customer07328@example.com,212-555-8328,228-48-8328,4111-1111-1111-1111,"7328 Market St, Suite 228, New York, NY 10001",INV-007328,86136,50544,35592,14732,20860,4380,810816,20448,27512
7329,2025-10-22,2025,1079,24,South,Customer 07329,customer07329@example.com,212-555-8329,229-49-8329,5555-5555-5555-4444,"7329 Market St, Suite 229, New York, NY 10001",INV-007329,86173,50567,35606,14751,20855,4379,810913,20489,27541
7330,2021-11-23,2021,1080,25,East,Customer 07330,customer07330@example.com,212-555-8330,230-50-8330,3782-822463-10005,"7330 Market St, Suite 230, New York, NY 10001",INV-007330,86210,50590,35620,14770,20850,4378,811010,20530,27570
7331,2022-12-24,2022,1081,26,West,Customer 07331,customer07331@example.com,212-555-8331,231-51-8331,6011-0009-9013-9424,"7331 Market St, Suite 231, New York, NY 10001",INV-007331,86247,50613,35634,14789,20845,4377,811107,20571,27599
7332,2023-01-25,2023,1082,27,North,Customer 07332,customer07332@example.com,212-555-8332,232-52-8332,4111-1111-1111-1111,"7332 Market St, Suite 232, New York, NY 10001",INV-007332,86284,50636,35648,14808,20840,4376,811204,20612,27628
7333,2024-02-26,2024,1083,28,South,Customer 07333,customer07333@example.com,212-555-8333,233-53-8333,5555-5555-5555-4444,"7333 Market St, Suite 233, New York, NY 10001",INV-007333,86321,50659,35662,14827,20835,4375,811301,20653,27657
7334,2025-03-27,2025,1084,29,East,Customer 07334,customer07334@example.com,212-555-8334,234-54-8334,3782-822463-10005,"7334 Market St, Suite 234, New York, NY 10001",INV-007334,86358,50682,35676,14846,20830,4374,811398,20694,27686
7335,2021-04-28,2021,1085,30,West,Customer 07335,customer07335@example.com,212-555-8335,235-55-8335,6011-0009-9013-9424,"7335 Market St, Suite 235, New York, NY 10001",INV-007335,86395,50705,35690,14865,20825,4373,811495,20735,27715
7336,2022-05-01,2022,1086,31,North,Customer 07336,customer07336@example.com,212-555-8336,236-56-8336,4111-1111-1111-1111,"7336 Market St, Suite 236, New York, NY 10001",INV-007336,86432,50728,35704,14884,20820,4372,811592,20776,27744
7337,2023-06-02,2023,1087,32,South,Customer 07337,customer07337@example.com,212-555-8337,237-57-8337,5555-5555-5555-4444,"7337 Market St, Suite 237, New York, NY 10001",INV-007337,86469,50751,35718,14903,20815,4371,811689,20817,27773
7338,2024-07-03,2024,1088,33,East,Customer 07338,customer07338@example.com,212-555-8338,238-58-8338,3782-822463-10005,"7338 Market St, Suite 238, New York, NY 10001",INV-007338,86506,50774,35732,14922,20810,4370,811786,20858,27802
7339,2025-08-04,2025,1089,34,West,Customer 07339,customer07339@example.com,212-555-8339,239-59-8339,6011-0009-9013-9424,"7339 Market St, Suite 239, New York, NY 10001",INV-007339,86543,50797,35746,14941,20805,4369,811883,20899,27831
7340,2021-09-05,2021,1090,35,North,Customer 07340,customer07340@example.com,212-555-8340,240-60-8340,4111-1111-1111-1111,"7340 Market St, Suite 240, New York, NY 10001",INV-007340,86580,50820,35760,14960,20800,4368,811980,20940,27860
7341,2022-10-06,2022,1091,36,South,Customer 07341,customer07341@example.com,212-555-8341,241-61-8341,5555-5555-5555-4444,"7341 Market St, Suite 241, New York, NY 10001",INV-007341,86617,50843,35774,14979,20795,4366,812077,20981,27889
7342,2023-11-07,2023,1092,37,East,Customer 07342,customer07342@example.com,212-555-8342,242-62-8342,3782-822463-10005,"7342 Market St, Suite 242, New York, NY 10001",INV-007342,86654,50866,35788,14998,20790,4365,812174,21022,27918
7343,2024-12-08,2024,1093,38,West,Customer 07343,customer07343@example.com,212-555-8343,243-63-8343,6011-0009-9013-9424,"7343 Market St, Suite 243, New York, NY 10001",INV-007343,86691,50889,35802,15017,20785,4364,812271,21063,27947
7344,2025-01-09,2025,1094,39,North,Customer 07344,customer07344@example.com,212-555-8344,244-64-8344,4111-1111-1111-1111,"7344 Market St, Suite 244, New York, NY 10001",INV-007344,86728,50912,35816,15036,20780,4363,812368,21104,27976
7345,2021-02-10,2021,1095,40,South,Customer 07345,customer07345@example.com,212-555-8345,245-65-8345,5555-5555-5555-4444,"7345 Market St, Suite 245, New York, NY 10001",INV-007345,86765,50935,35830,15055,20775,4362,812465,21145,28005
7346,2022-03-11,2022,1096,41,East,Customer 07346,customer07346@example.com,212-555-8346,246-66-8346,3782-822463-10005,"7346 Market St, Suite 246, New York, NY 10001",INV-007346,86802,50958,35844,15074,20770,4361,812562,21186,28034
7347,2023-04-12,2023,1097,42,West,Customer 07347,customer07347@example.com,212-555-8347,247-67-8347,6011-0009-9013-9424,"7347 Market St, Suite 247, New York, NY 10001",INV-007347,86839,50981,35858,15093,20765,4360,812659,21227,28063
7348,2024-05-13,2024,1098,43,North,Customer 07348,customer07348@example.com,212-555-8348,248-68-8348,4111-1111-1111-1111,"7348 Market St, Suite 248, New York, NY 10001",INV-007348,86876,51004,35872,15112,20760,4359,812756,21268,28092
7349,2025-06-14,2025,1099,44,South,Customer 07349,customer07349@example.com,212-555-8349,249-69-8349,5555-5555-5555-4444,"7349 Market St, Suite 249, New York, NY 10001",INV-007349,86913,51027,35886,15131,20755,4358,812853,21309,28121
7350,2021-07-15,2021,1100,10,East,Customer 07350,customer07350@example.com,212-555-8350,250-70-8350,3782-822463-10005,"7350 Market St, Suite 250, New York, NY 10001",INV-007350,86950,51050,35900,15150,20750,4357,812950,21350,28150
7351,2022-08-16,2022,1101,11,West,Customer 07351,customer07351@example.com,212-555-8351,251-71-8351,6011-0009-9013-9424,"7351 Market St, Suite 251, New York, NY 10001",INV-007351,86987,51073,35914,15169,20745,4356,813047,21391,28179
7352,2023-09-17,2023,1102,12,North,Customer 07352,customer07352@example.com,212-555-8352,252-72-8352,4111-1111-1111-1111,"7352 Market St, Suite 252, New York, NY 10001",INV-007352,87024,51096,35928,15188,20740,4355,813144,21432,28208
7353,2024-10-18,2024,1103,13,South,Customer 07353,customer07353@example.com,212-555-8353,253-73-8353,5555-5555-5555-4444,"7353 Market St, Suite 253, New York, NY 10001",INV-007353,87061,51119,35942,15207,20735,4354,813241,21473,28237
7354,2025-11-19,2025,1104,14,East,Customer 07354,customer07354@example.com,212-555-8354,254-74-8354,3782-822463-10005,"7354 Market St, Suite 254, New York, NY 10001",INV-007354,87098,51142,35956,15226,20730,4353,813338,21514,28266
7355,2021-12-20,2021,1105,15,West,Customer 07355,customer07355@example.com,212-555-8355,255-75-8355,6011-0009-9013-9424,"7355 Market St, Suite 255, New York, NY 10001",INV-007355,87135,51165,35970,15245,20725,4352,813435,21555,28295
7356,2022-01-21,2022,1106,16,North,Customer 07356,customer07356@example.com,212-555-8356,256-76-8356,4111-1111-1111-1111,"7356 Market St, Suite 256, New York, NY 10001",INV-007356,87172,51188,35984,15264,20720,4351,813532,21596,28324
7357,2023-02-22,2023,1107,17,South,Customer 07357,customer07357@example.com,212-555-8357,257-77-8357,5555-5555-5555-4444,"7357 Market St, Suite 257, New York, NY 10001",INV-007357,87209,51211,35998,15283,20715,4350,813629,21637,28353
7358,2024-03-23,2024,1108,18,East,Customer 07358,customer07358@example.com,212-555-8358,258-78-8358,3782-822463-10005,"7358 Market St, Suite 258, New York, NY 10001",INV-007358,87246,51234,36012,15302,20710,4349,813726,21678,28382
7359,2025-04-24,2025,1109,19,West,Customer 07359,customer07359@example.com,212-555-8359,259-79-8359,6011-0009-9013-9424,"7359 Market St, Suite 259, New York, NY 10001",INV-007359,87283,51257,36026,15321,20705,4348,813823,21719,28411
7360,2021-05-25,2021,1110,20,North,Customer 07360,customer07360@example.com,212-555-8360,260-80-8360,4111-1111-1111-1111,"7360 Market St, Suite 260, New York, NY 10001",INV-007360,87320,51280,36040,15340,20700,4347,813920,21760,28440
7361,2022-06-26,2022,1111,21,South,Customer 07361,customer07361@example.com,212-555-8361,261-81-8361,5555-5555-5555-4444,"7361 Market St, Suite 261, New York, NY 10001",INV-007361,87357,51303,36054,15359,20695,4345,814017,21801,28469
7362,2023-07-27,2023,1112,22,East,Customer 07362,customer07362@example.com,212-555-8362,262-82-8362,3782-822463-10005,"7362 Market St, Suite 262, New York, NY 10001",INV-007362,87394,51326,36068,15378,20690,4344,814114,21842,28498
7363,2024-08-28,2024,1113,23,West,Customer 07363,customer07363@example.com,212-555-8363,263-83-8363,6011-0009-9013-9424,"7363 Market St, Suite 263, New York, NY 10001",INV-007363,87431,51349,36082,15397,20685,4343,814211,21883,28527
7364,2025-09-01,2025,1114,24,North,Customer 07364,customer07364@example.com,212-555-8364,264-84-8364,4111-1111-1111-1111,"7364 Market St, Suite 264, New York, NY 10001",INV-007364,87468,51372,36096,15416,20680,4342,814308,21924,28556
7365,2021-10-02,2021,1115,25,South,Customer 07365,customer07365@example.com,212-555-8365,265-85-8365,5555-5555-5555-4444,"7365 Market St, Suite 265, New York, NY 10001",INV-007365,87505,51395,36110,15435,20675,4341,814405,21965,28585
7366,2022-11-03,2022,1116,26,East,Customer 07366,customer07366@example.com,212-555-8366,266-86-8366,3782-822463-10005,"7366 Market St, Suite 266, New York, NY 10001",INV-007366,87542,51418,36124,15454,20670,4340,814502,22006,28614
7367,2023-12-04,2023,1117,27,West,Customer 07367,customer07367@example.com,212-555-8367,267-87-8367,6011-0009-9013-9424,"7367 Market St, Suite 267, New York, NY 10001",INV-007367,87579,51441,36138,15473,20665,4339,814599,22047,28643
7368,2024-01-05,2024,1118,28,North,Customer 07368,customer07368@example.com,212-555-8368,268-88-8368,4111-1111-1111-1111,"7368 Market St, Suite 268, New York, NY 10001",INV-007368,87616,51464,36152,15492,20660,4338,814696,22088,28672
7369,2025-02-06,2025,1119,29,South,Customer 07369,customer07369@example.com,212-555-8369,269-89-8369,5555-5555-5555-4444,"7369 Market St, Suite 269, New York, NY 10001",INV-007369,87653,51487,36166,15511,20655,4337,814793,22129,28701
7370,2021-03-07,2021,1120,30,East,Customer 07370,customer07370@example.com,212-555-8370,270-90-8370,3782-822463-10005,"7370 Market St, Suite 270, New York, NY 10001",INV-007370,87690,51510,36180,15530,20650,4336,814890,22170,28730
7371,2022-04-08,2022,1121,31,West,Customer 07371,customer07371@example.com,212-555-8371,271-91-8371,6011-0009-9013-9424,"7371 Market St, Suite 271, New York, NY 10001",INV-007371,87727,51533,36194,15549,20645,4335,814987,22211,28759
7372,2023-05-09,2023,1122,32,North,Customer 07372,customer07372@example.com,212-555-8372,272-92-8372,4111-1111-1111-1111,"7372 Market St, Suite 272, New York, NY 10001",INV-007372,87764,51556,36208,15568,20640,4334,815084,22252,28788
7373,2024-06-10,2024,1123,33,South,Customer 07373,customer07373@example.com,212-555-8373,273-93-8373,5555-5555-5555-4444,"7373 Market St, Suite 273, New York, NY 10001",INV-007373,87801,51579,36222,15587,20635,4333,815181,22293,28817
7374,2025-07-11,2025,1124,34,East,Customer 07374,customer07374@example.com,212-555-8374,274-94-8374,3782-822463-10005,"7374 Market St, Suite 274, New York, NY 10001",INV-007374,87838,51602,36236,15606,20630,4332,815278,22334,28846
7375,2021-08-12,2021,1125,35,West,Customer 07375,customer07375@example.com,212-555-8375,275-95-8375,6011-0009-9013-9424,"7375 Market St, Suite 275, New York, NY 10001",INV-007375,87875,51625,36250,15625,20625,4331,815375,22375,28875
7376,2022-09-13,2022,1126,36,North,Customer 07376,customer07376@example.com,212-555-8376,276-96-8376,4111-1111-1111-1111,"7376 Market St, Suite 276, New York, NY 10001",INV-007376,87912,51648,36264,15644,20620,4330,815472,22416,28904
7377,2023-10-14,2023,1127,37,South,Customer 07377,customer07377@example.com,212-555-8377,277-97-8377,5555-5555-5555-4444,"7377 Market St, Suite 277, New York, NY 10001",INV-007377,87949,51671,36278,15663,20615,4329,815569,22457,28933
7378,2024-11-15,2024,1128,38,East,Customer 07378,customer07378@example.com,212-555-8378,278-98-8378,3782-822463-10005,"7378 Market St, Suite 278, New York, NY 10001",INV-007378,87986,51694,36292,15682,20610,4328,815666,22498,28962
7379,2025-12-16,2025,1129,39,West,Customer 07379,customer07379@example.com,212-555-8379,279-99-8379,6011-0009-9013-9424,"7379 Market St, Suite 279, New York, NY 10001",INV-007379,88023,51717,36306,15701,20605,4327,815763,22539,28991
7380,2021-01-17,2021,1130,40,North,Customer 07380,customer07380@example.com,212-555-8380,280-10-8380,4111-1111-1111-1111,"7380 Market St, Suite 280, New York, NY 10001",INV-007380,88060,51740,36320,15720,20600,4326,815860,22580,29020
