Load ID,Pickup Date,Truck ID,Driver Name,Lane,Miles,Revenue USD,Est Cost USD,Profit USD,Profit Margin %
L001554,2025-04-15,T0057,Riley Hernandez,"Houston, TX → Cincinnati, OH",2238,5326.44,3987.06,1339.38,25.15
L001555,2025-08-03,T0038,Taylor Rodriguez,"Seattle, WA → Philadelphia, PA",166,534.52,298.89,235.63,44.08
L001556,2025-02-28,T0364,Rowan Jackson,"Indianapolis, IN → Buffalo, NY",1765,3018.15,3314.82,-296.67,-9.83
L001557,2025-06-12,T0214,Emerson Jackson,"Chicago, IL → Minneapolis, MN",1032,2053.68,1799.74,253.94,12.37
L001558,2025-07-22,T0037,Rowan Brown,"Columbus, OH → Philadelphia, PA",2122,3480.08,4111.6,-631.52,-18.15
L001559,2025-07-03,T0183,Jordan Davis,"Boston, MA → Tampa, FL",2294,4886.22,4525.89,360.33,7.37
L001560,2025-08-29,T0165,Alex Jackson,"San Antonio, TX → San Jose, CA",638,1984.18,1142.11,842.07,42.44
L001561,2025-02-11,T0320,Jordan Davis,"Memphis, TN → Raleigh, NC",2460,5781.0,4707.22,1073.78,18.57
L001562,2025-01-18,T0027,Emerson Jackson,"Memphis, TN → San Diego, CA",1185,2855.85,2250.75,605.1,21.19
L001563,2025-01-14,T0100,Quinn Anderson,"Houston, TX → San Diego, CA",410,1086.5,821.54,264.96,24.39
L001564,2025-01-02,T0331,Cameron Gonzalez,"Houston, TX → Louisville, KY",1630,3129.6,3218.31,-88.71,-2.83
L001565,2025-07-25,T0247,Cameron Williams,"Dallas, TX → Salt Lake City, UT",607,1578.2,1178.55,399.65,25.32
L001566,2025-02-13,T0215,Finley Lopez,"Houston, TX → Tampa, FL",929,2025.22,1552.22,473.0,23.36
L001567,2025-05-01,T0237,Hayden Martin,"Miami, FL → San Jose, CA",1174,2758.9,2117.88,641.02,23.23
L001568,2025-05-04,T0166,Harper Hernandez,"Los Angeles, CA → Orlando, FL",1004,1917.64,1775.02,142.62,7.44
L001569,2025-04-21,T0215,Jordan Thomas,"Indianapolis, IN → San Jose, CA",461,1286.19,840.84,445.35,34.63
L001570,2025-09-01,T0350,Drew Miller,"Seattle, WA → Salt Lake City, UT",2377,5110.55,4584.57,525.98,10.29
L001571,2025-02-16,T0013,Rowan Martinez,"Seattle, WA → Milwaukee, WI",1862,4170.88,3729.85,441.03,10.57
L001572,2025-03-21,T0313,Jesse Williams,"Denver, CO → Birmingham, AL",2354,3860.56,4293.05,-432.49,-11.2
L001573,2025-01-20,T0054,Micah Wilson,"Indianapolis, IN → Salt Lake City, UT",2392,5836.48,4290.79,1545.69,26.48
L001574,2025-05-24,T0158,Rowan Jackson,"Dallas, TX → Philadelphia, PA",2397,5704.86,4617.85,1087.01,19.05
L001575,2025-03-20,T0220,Reese Miller,"Dallas, TX → Baltimore, MD",1980,3821.4,3370.03,451.37,11.81
L001576,2025-02-03,T0072,Jordan Anderson,"Newark, NJ → Birmingham, AL",1006,1700.14,1644.38,55.76,3.28
L001577,2025-01-26,T0083,Reese Miller,"Nashville, TN → Buffalo, NY",866,2165.0,1467.41,697.59,32.22
L001578,2025-02-03,T0348,Hayden Hernandez,"Newark, NJ → Tampa, FL",1409,2846.18,2458.71,387.47,13.61
L001579,2025-05-19,T0345,Hayden Lopez,"Kansas City, MO → Minneapolis, MN",814,1717.54,1603.83,113.71,6.62
L001580,2025-07-26,T0069,Cameron Moore,"San Antonio, TX → Louisville, KY",1877,3021.97,3256.6,-234.63,-7.76
L001581,2025-02-10,T0175,Alex Jones,"Charlotte, NC → Milwaukee, WI",828,1531.8,1451.22,80.58,5.26
L001582,2025-02-19,T0180,Jordan Thomas,"Miami, FL → Salt Lake City, UT",2114,4735.36,3624.51,1110.85,23.46
L001583,2025-05-14,T0253,Jordan Taylor,"Indianapolis, IN → San Jose, CA",1357,2510.45,2244.75,265.7,10.58
L001584,2025-06-25,T0140,Rowan Taylor,"Chicago, IL → San Jose, CA",327,794.61,628.85,165.76,20.86
L001585,2025-01-19,T0395,Emerson Rodriguez,"Newark, NJ → Norfolk, VA",1790,3884.3,3185.85,698.45,17.98
L001586,2025-06-16,T0007,Reese Moore,"Columbus, OH → Jacksonville, FL",2189,4290.44,3730.77,559.67,13.04
L001587,2025-09-13,T0210,Jesse Wilson,"Savannah, GA → New York, NY",632,1390.4,1137.03,253.37,18.22
L001588,2025-03-12,T0027,Rowan Brown,"Houston, TX → Salt Lake City, UT",595,1886.15,950.63,935.52,49.6
L001589,2025-05-06,T0048,Casey Gonzalez,"Kansas City, MO → Boise, ID",976,1766.56,1611.1,155.46,8.8
L001590,2025-03-30,T0076,Cameron Smith,"Columbus, OH → San Diego, CA",2099,4365.92,3737.29,628.63,14.4
L001591,2025-09-14,T0329,Avery Anderson,"Indianapolis, IN → Milwaukee, WI",2125,4866.25,3680.05,1186.2,24.38
L001592,2025-05-07,T0365,Harper Hernandez,"Kansas City, MO → Buffalo, NY",1159,2294.82,1978.98,315.84,13.76
L001593,2025-05-22,T0286,Hayden Taylor,"Portland, OR → Richmond, VA",2440,5880.4,4324.14,1556.26,26.47
L001594,2025-02-22,T0254,Rowan Garcia,"Houston, TX → Norfolk, VA",1934,3403.84,3575.24,-171.4,-5.04
L001595,2025-06-28,T0091,Avery Jones,"Denver, CO → San Jose, CA",193,743.05,334.63,408.42,54.96
L001596,2025-08-19,T0219,Alex Williams,"Atlanta, GA → Baltimore, MD",219,698.61,370.65,327.96,46.95
L001597,2025-07-22,T0377,Finley Jackson,"Newark, NJ → New York, NY",1214,2719.36,2169.19,550.17,20.23
L001598,2025-08-07,T0381,Avery Miller,"Charlotte, NC → Norfolk, VA",2387,4201.12,4301.71,-100.59,-2.39
L001599,2025-01-13,T0173,Kai Martin,"San Antonio, TX → Philadelphia, PA",2210,4110.6,3613.94,496.66,12.08
L001600,2025-08-28,T0292,Jesse Brown,"Savannah, GA → Salt Lake City, UT",1390,2376.9,2377.52,-0.62,-0.03
L001601,2025-07-07,T0178,Jesse Williams,"San Antonio, TX → San Jose, CA",420,1222.2,697.48,524.72,42.93
L001602,2025-04-26,T0126,Finley Jackson,"Newark, NJ → Birmingham, AL",2130,4643.4,3929.74,713.66,15.37
L001603,2025-01-31,T0013,Jordan Miller,"Portland, OR → Tampa, FL",2183,3973.06,3941.48,31.58,0.79
L001604,2025-09-09,T0043,Casey Thomas,"Boston, MA → San Diego, CA",354,1015.98,567.56,448.42,44.14
L001605,2025-02-27,T0094,Micah Martinez,"Portland, OR → Raleigh, NC",497,1322.02,945.47,376.55,28.48
L001606,2025-07-14,T0205,Alex Smith,"Newark, NJ → Jacksonville, FL",1691,3297.45,3253.71,43.74,1.33
L001607,2025-07-09,T0302,Hayden Lopez,"Chicago, IL → Tampa, FL",719,1617.75,1146.76,470.99,29.11
L001608,2025-08-15,T0007,Riley Hernandez,"Phoenix, AZ → New York, NY",1745,3629.6,2975.47,654.13,18.02
L001609,2025-06-02,T0252,Jesse Brown,"Charlotte, NC → Tampa, FL",1918,4334.68,3050.53,1284.15,29.63
L001610,2025-03-17,T0100,Harper Wilson,"Phoenix, AZ → Salt Lake City, UT",653,1717.39,1182.35,535.04,31.15
L001611,2025-08-27,T0377,Avery Jones,"Savannah, GA → Boise, ID",470,1052.8,821.68,231.12,21.95
L001612,2025-05-27,T0003,Emerson Brown,"Newark, NJ → Cincinnati, OH",1983,3966.0,3694.62,271.38,6.84
L001613,2025-02-10,T0141,Hayden Lopez,"Boston, MA → Raleigh, NC",291,1108.71,576.41,532.3,48.01
L001614,2025-07-14,T0170,Micah Jackson,"Memphis, TN → San Diego, CA",1631,4061.19,3001.7,1059.49,26.09
L001615,2025-04-22,T0133,Kai Brown,"Savannah, GA → Milwaukee, WI",447,1104.09,933.05,171.04,15.49
L001616,2025-01-16,T0025,Jordan Davis,"Columbus, OH → Norfolk, VA",332,750.32,693.78,56.54,7.54
L001617,2025-06-21,T0034,Logan Lopez,"Dallas, TX → Orlando, FL",193,714.1,344.1,370.0,51.81
L001618,2025-06-24,T0224,Alex Johnson,"Chicago, IL → Orlando, FL",2102,5170.92,3389.53,1781.39,34.45
L001619,2025-01-13,T0374,Cameron Smith,"Los Angeles, CA → Richmond, VA",291,939.93,596.31,343.62,36.56
L001620,2025-02-27,T0301,Kai Brown,"Boston, MA → Richmond, VA",548,1463.16,1016.47,446.69,30.53
L001621,2025-01-18,T0352,Kai Johnson,"Boston, MA → New York, NY",497,1505.91,960.36,545.55,36.23
L001622,2025-02-14,T0002,Alex Johnson,"Nashville, TN → Baltimore, MD",1215,2393.55,2143.63,249.92,10.44
L001623,2025-06-30,T0355,Logan Thomas,"Nashville, TN → Buffalo, NY",1302,3007.62,2279.74,727.88,24.2
L001624,2025-04-01,T0354,Kai Thomas,"Memphis, TN → Minneapolis, MN",423,1315.53,809.33,506.2,38.48
L001625,2025-04-25,T0006,Alex Smith,"Miami, FL → San Diego, CA",1688,4034.32,2906.87,1127.45,27.95
L001626,2025-01-20,T0205,Jesse Martin,"Indianapolis, IN → San Diego, CA",290,1133.9,574.8,559.1,49.31
L001627,2025-05-09,T0366,Morgan Taylor,"Los Angeles, CA → San Diego, CA",2422,4601.8,4452.16,149.64,3.25
L001628,2025-01-24,T0366,Jordan Thomas,"Nashville, TN → Birmingham, AL",1739,3843.19,2749.76,1093.43,28.45
L001629,2025-08-27,T0234,Taylor Smith,"San Antonio, TX → Salt Lake City, UT",539,1670.9,936.65,734.25,43.94
L001630,2025-06-29,T0224,Morgan Taylor,"Seattle, WA → Milwaukee, WI",769,2007.09,1498.03,509.06,25.36
L001631,2025-06-24,T0279,Kai Johnson,"Atlanta, GA → Pittsburgh, PA",1857,3751.14,2966.5,784.64,20.92
L001632,2025-04-10,T0264,Jesse Williams,"Houston, TX → Minneapolis, MN",542,1257.44,999.83,257.61,20.49
L001633,2025-01-13,T0090,Hayden Taylor,"Seattle, WA → Pittsburgh, PA",2175,3480.0,3617.51,-137.51,-3.95
L001634,2025-08-17,T0204,Alex Smith,"Atlanta, GA → Norfolk, VA",2042,3900.22,3589.82,310.4,7.96
L001635,2025-03-18,T0035,Rowan Jackson,"Columbus, OH → Salt Lake City, UT",2056,4996.08,3374.84,1621.24,32.45
L001636,2025-06-08,T0273,Reese Moore,"Atlanta, GA → Richmond, VA",993,2065.44,1732.89,332.55,16.1
L001637,2025-08-12,T0193,Harper Martin,"Charlotte, NC → New York, NY",214,811.06,357.69,453.37,55.9
L001638,2025-01-30,T0043,Morgan Taylor,"Houston, TX → San Jose, CA",515,1498.65,930.42,568.23,37.92
L001639,2025-02-07,T0351,Micah Rodriguez,"Memphis, TN → Minneapolis, MN",711,2161.44,1351.52,809.92,37.47
L001640,2025-07-21,T0336,Quinn Thomas,"Savannah, GA → Birmingham, AL",1357,3026.11,2405.82,620.29,20.5
L001641,2025-07-26,T0350,Morgan Gonzalez,"San Antonio, TX → Louisville, KY",1670,3056.1,2895.1,161.0,5.27
L001642,2025-05-11,T0095,Drew Brown,"Columbus, OH → Buffalo, NY",1244,2152.12,2219.04,-66.92,-3.11
L001643,2025-04-03,T0221,Drew Rodriguez,"Memphis, TN → Jacksonville, FL",448,1267.84,864.76,403.08,31.79
L001644,2025-01-16,T0074,Drew Miller,"Los Angeles, CA → Minneapolis, MN",667,2067.7,1169.49,898.21,43.44
L001645,2025-07-26,T0013,Finley Jones,"Seattle, WA → New York, NY",594,1306.8,1041.17,265.63,20.33
L001646,2025-06-11,T0090,Alex Johnson,"Phoenix, AZ → Salt Lake City, UT",1214,2197.34,2068.12,129.22,5.88
L001647,2025-01-23,T0024,Taylor Moore,"Denver, CO → Baltimore, MD",2075,4233.0,3445.59,787.41,18.6
L001648,2025-07-30,T0026,Morgan Lopez,"Los Angeles, CA → Salt Lake City, UT",615,1888.05,1081.45,806.6,42.72
L001649,2025-02-12,T0347,Quinn Williams,"Memphis, TN → San Diego, CA",2464,5322.24,4151.34,1170.9,22.0
L001650,2025-06-26,T0266,Alex Jackson,"Indianapolis, IN → Louisville, KY",848,1356.8,1500.73,-143.93,-10.61
L001651,2025-03-05,T0328,Logan Williams,"Charlotte, NC → Boise, ID",1517,3018.83,2935.52,83.31,2.76
L001652,2025-01-10,T0093,Alex Thomas,"San Antonio, TX → Minneapolis, MN",149,496.17,289.23,206.94,41.71
L001653,2025-03-30,T0234,Reese Miller,"Los Angeles, CA → Pittsburgh, PA",219,790.59,440.45,350.14,44.29
L001654,2025-06-26,T0272,Morgan Jones,"Seattle, WA → Baltimore, MD",231,887.04,437.96,449.08,50.63
L001655,2025-05-13,T0038,Kai Johnson,"Newark, NJ → Milwaukee, WI",609,1412.88,1045.83,367.05,25.98
L001656,2025-01-22,T0026,Jesse Wilson,"Portland, OR → Buffalo, NY",890,1753.3,1607.13,146.17,8.34
L001657,2025-09-20,T0180,Jesse Gonzalez,"Kansas City, MO → Pittsburgh, PA",1248,2745.6,2214.44,531.16,19.35
L001658,2025-05-31,T0085,Rowan Taylor,"Denver, CO → Pittsburgh, PA",769,2345.45,1393.33,952.12,40.59
L001659,2025-05-01,T0207,Riley Garcia,"Dallas, TX → Jacksonville, FL",214,826.04,367.96,458.08,55.45
L001660,2025-05-14,T0215,Jesse Lopez,"Columbus, OH → Jacksonville, FL",1870,3459.5,3217.43,242.07,7.0
L001661,2025-03-29,T0054,Quinn Thomas,"Memphis, TN → Jacksonville, FL",1599,3693.69,2694.85,998.84,27.04
L001662,2025-04-29,T0291,Taylor Johnson,"Nashville, TN → Philadelphia, PA",1748,3093.96,3058.89,35.07,1.13
L001663,2025-01-30,T0325,Jesse Rodriguez,"Charlotte, NC → Cincinnati, OH",964,2169.0,1814.13,354.87,16.36
L001664,2025-07-11,T0254,Alex Thomas,"Kansas City, MO → Jacksonville, FL",249,926.28,514.4,411.88,44.47
L001665,2025-06-05,T0263,Taylor Rodriguez,"Columbus, OH → Cincinnati, OH",1506,2786.1,2549.02,237.08,8.51
L001666,2025-05-18,T0084,Casey Smith,"Newark, NJ → Tampa, FL",1157,2522.26,2265.08,257.18,10.2
L001667,2025-08-10,T0370,Taylor Johnson,"Boston, MA → Salt Lake City, UT",2192,3616.8,3523.49,93.31,2.58
L001668,2025-02-20,T0100,Finley Moore,"Memphis, TN → Birmingham, AL",584,1623.52,1152.49,471.03,29.01
L001669,2025-02-25,T0205,Cameron Gonzalez,"Newark, NJ → San Diego, CA",2438,4412.78,4321.07,91.71,2.08
L001670,2025-02-22,T0255,Emerson Martin,"Chicago, IL → Louisville, KY",1448,2519.52,2671.34,-151.82,-6.03
L001671,2025-02-19,T0168,Morgan Jones,"Nashville, TN → Birmingham, AL",1706,2797.84,2837.02,-39.18,-1.4
L001672,2025-01-24,T0212,Rowan Garcia,"Newark, NJ → Buffalo, NY",1819,3146.87,3032.31,114.56,3.64
L001673,2025-02-21,T0052,Alex Rodriguez,"Indianapolis, IN → Salt Lake City, UT",2448,4773.6,4047.66,725.94,15.21
L001674,2025-05-11,T0016,Logan Lopez,"Atlanta, GA → Raleigh, NC",2163,4044.81,4105.04,-60.23,-1.49
L001675,2025-07-26,T0204,Casey Gonzalez,"Houston, TX → Richmond, VA",2264,5071.36,4143.48,927.88,18.3
L001676,2025-02-27,T0145,Reese Miller,"Nashville, TN → Tampa, FL",1918,4660.74,3086.35,1574.39,33.78
L001677,2025-01-22,T0063,Logan Lopez,"Charlotte, NC → Tampa, FL",704,1957.12,1304.11,653.01,33.37
L001678,2025-01-04,T0118,Hayden Taylor,"Boston, MA → Philadelphia, PA",2114,5263.86,3829.68,1434.18,27.25
L001679,2025-01-04,T0009,Morgan Jones,"Phoenix, AZ → Birmingham, AL",1775,3337.0,3448.54,-111.54,-3.34
L001680,2025-02-21,T0300,Alex Johnson,"Seattle, WA → Jacksonville, FL",216,784.08,335.13,448.95,57.26
L001681,2025-07-10,T0231,Taylor Smith,"San Antonio, TX → Richmond, VA",2334,5181.48,4598.43,583.05,11.25
L001682,2025-06-22,T0005,Jordan Moore,"Seattle, WA → Jacksonville, FL",2152,3486.24,4102.97,-616.73,-17.69
L001683,2025-04-16,T0047,Rowan Garcia,"Nashville, TN → Birmingham, AL",506,1128.38,786.69,341.69,30.28
L001684,2025-05-31,T0245,Morgan Gonzalez,"Chicago, IL → Baltimore, MD",1332,2570.76,2430.67,140.09,5.45
L001685,2025-06-01,T0228,Harper Martin,"Indianapolis, IN → Baltimore, MD",2032,3495.04,3454.95,40.09,1.15
L001686,2025-04-20,T0139,Hayden Garcia,"Boston, MA → Raleigh, NC",821,1707.68,1574.61,133.07,7.79
L001687,2025-03-23,T0120,Morgan Jones,"Newark, NJ → Baltimore, MD",504,1577.52,1036.78,540.74,34.28
L001688,2025-04-02,T0259,Finley Taylor,"Seattle, WA → Pittsburgh, PA",781,2288.33,1385.46,902.87,39.46
L001689,2025-02-18,T0376,Morgan Lopez,"Indianapolis, IN → San Diego, CA",308,840.84,572.71,268.13,31.89
L001690,2025-05-29,T0301,Jordan Anderson,"Los Angeles, CA → Salt Lake City, UT",1413,2896.65,2387.67,508.98,17.57
L001691,2025-01-24,T0108,Drew Jones,"Los Angeles, CA → Richmond, VA",1732,3429.36,3084.33,345.03,10.06
L001692,2025-06-27,T0062,Logan Hernandez,"Kansas City, MO → Pittsburgh, PA",789,2493.24,1336.64,1156.6,46.39
L001693,2025-03-17,T0337,Casey Smith,"Boston, MA → Birmingham, AL",829,1566.81,1544.76,22.05,1.41
L001694,2025-01-31,T0187,Alex Martin,"Boston, MA → Cincinnati, OH",215,666.5,458.61,207.89,31.19
L001695,2025-03-12,T0377,Jesse Williams,"Boston, MA → New York, NY",1861,4410.57,3342.16,1068.41,24.22
L001696,2025-05-23,T0136,Rowan Taylor,"Dallas, TX → Pittsburgh, PA",623,1725.71,1089.2,636.51,36.88
L001697,2025-03-06,T0087,Alex Thomas,"Charlotte, NC → San Diego, CA",1734,3294.6,3177.51,117.09,3.55
L001698,2025-09-11,T0119,Jordan Thomas,"Indianapolis, IN → Boise, ID",2149,4663.33,3806.32,857.01,18.38
L001699,2025-02-14,T0313,Harper Gonzalez,"Newark, NJ → Baltimore, MD",2115,5097.15,3612.79,1484.36,29.12
L001700,2025-05-23,T0262,Taylor Gonzalez,"Denver, CO → Orlando, FL",2273,4864.22,4004.22,860.0,17.68
L001701,2025-06-12,T0224,Riley Moore,"Columbus, OH → New York, NY",1038,1878.78,1664.58,214.2,11.4
L001702,2025-01-22,T0026,Logan Lopez,"Charlotte, NC → Pittsburgh, PA",627,1454.64,1086.95,367.69,25.28
L001703,2025-06-08,T0029,Casey Smith,"Miami, FL → Boise, ID",2284,3745.76,3807.93,-62.17,-1.66
L001704,2025-01-04,T0321,Finley Lopez,"Indianapolis, IN → Pittsburgh, PA",2206,3728.14,4117.58,-389.44,-10.45
L001705,2025-07-16,T0132,Taylor Wilson,"Kansas City, MO → New York, NY",1844,3909.28,3688.9,220.38,5.64
L001706,2025-04-23,T0045,Drew Miller,"Kansas City, MO → Richmond, VA",1107,2302.56,1904.95,397.61,17.27
L001707,2025-06-23,T0266,Cameron Moore,"Denver, CO → New York, NY",1939,3761.66,3601.07,160.59,4.27
L001708,2025-06-19,T0264,Cameron Rodriguez,"Memphis, TN → San Jose, CA",269,866.18,439.5,426.68,49.26
L001709,2025-01-15,T0147,Emerson Taylor,"San Antonio, TX → Tampa, FL",729,1771.47,1220.14,551.33,31.12
L001710,2025-03-27,T0145,Jordan Gonzalez,"Columbus, OH → Milwaukee, WI",150,457.5,229.3,228.2,49.88
L001711,2025-02-09,T0122,Cameron Brown,"Savannah, GA → Cincinnati, OH",2481,6103.26,3937.07,2166.19,35.49
L001712,2025-09-14,T0231,Reese Miller,"Seattle, WA → New York, NY",545,1727.65,948.14,779.51,45.12
L001713,2025-07-08,T0208,Reese Garcia,"Indianapolis, IN → Tampa, FL",1494,3017.88,2598.56,419.32,13.89
L001714,2025-03-03,T0385,Taylor Johnson,"Columbus, OH → Buffalo, NY",172,641.56,317.21,324.35,50.56
L001715,2025-02-10,T0279,Harper Martin,"Indianapolis, IN → New York, NY",1634,3186.3,2889.61,296.69,9.31
L001716,2025-01-03,T0027,Harper Martin,"Chicago, IL → Minneapolis, MN",2245,5163.5,4135.25,1028.25,19.91
L001717,2025-03-19,T0236,Drew Miller,"Indianapolis, IN → Norfolk, VA",584,1699.44,1058.33,641.11,37.72
L001718,2025-01-09,T0241,Kai Brown,"Savannah, GA → Milwaukee, WI",230,920.0,431.58,488.42,53.09
L001719,2025-01-11,T0096,Kai Thomas,"Los Angeles, CA → Tampa, FL",859,1451.71,1519.41,-67.7,-4.66
L001720,2025-09-02,T0374,Drew Jackson,"Indianapolis, IN → New York, NY",835,1803.6,1463.68,339.92,18.85
L001721,2025-04-12,T0151,Micah Smith,"Columbus, OH → San Jose, CA",1165,2563.0,2258.1,304.9,11.9
L001722,2025-01-29,T0114,Jordan Miller,"Savannah, GA → Salt Lake City, UT",1689,3732.69,2751.21,981.48,26.29
L001723,2025-02-22,T0212,Quinn Williams,"Atlanta, GA → Minneapolis, MN",1675,3886.0,3058.53,827.47,21.29
L001724,2025-01-10,T0258,Rowan Jackson,"Savannah, GA → Louisville, KY",2049,4835.64,3438.59,1397.05,28.89
L001725,2025-06-03,T0355,Morgan Jones,"Indianapolis, IN → Orlando, FL",2275,4777.5,4160.92,616.58,12.91
L001726,2025-07-18,T0268,Finley Jones,"Columbus, OH → Philadelphia, PA",171,654.93,295.77,359.16,54.84
L001727,2025-03-29,T0068,Finley Thomas,"Seattle, WA → Philadelphia, PA",1379,2564.94,2816.14,-251.2,-9.79
L001728,2025-08-12,T0073,Cameron Smith,"Memphis, TN → Louisville, KY",427,1071.77,701.17,370.6,34.58
L001729,2025-06-30,T0085,Taylor Moore,"Charlotte, NC → San Diego, CA",2255,4780.6,3792.84,987.76,20.66
L001730,2025-06-15,T0176,Cameron Williams,"Portland, OR → Minneapolis, MN",2368,4215.04,3800.52,414.52,9.83
L001731,2025-09-05,T0188,Jordan Miller,"Atlanta, GA → Philadelphia, PA",1177,2848.34,1973.73,874.61,30.71
L001732,2025-08-23,T0046,Taylor Johnson,"Miami, FL → Raleigh, NC",1056,2112.0,1869.04,242.96,11.5
L001733,2025-08-08,T0007,Avery Anderson,"Atlanta, GA → Jacksonville, FL",955,1957.75,1739.53,218.22,11.15
L001734,2025-05-04,T0055,Logan Lopez,"Portland, OR → Pittsburgh, PA",1630,3504.5,2832.11,672.39,19.19
L001735,2025-04-01,T0096,Jesse Williams,"Houston, TX → Boise, ID",706,1849.72,1165.65,684.07,36.98
L001736,2025-04-27,T0103,Alex Smith,"Kansas City, MO → Raleigh, NC",2190,5146.5,3771.84,1374.66,26.71
L001737,2025-02-11,T0175,Alex Martinez,"Indianapolis, IN → Buffalo, NY",197,774.21,361.37,412.84,53.32
L001738,2025-05-19,T0365,Emerson Brown,"Newark, NJ → Birmingham, AL",2169,5140.53,3451.42,1689.11,32.86
L001739,2025-05-25,T0170,Taylor Johnson,"Columbus, OH → Cincinnati, OH",1698,3888.42,3125.03,763.39,19.63
L001740,2025-02-06,T0232,Harper Hernandez,"Chicago, IL → Buffalo, NY",337,1054.81,610.36,444.45,42.14
L001741,2025-09-01,T0372,Micah Jackson,"Los Angeles, CA → Richmond, VA",757,2028.76,1425.96,602.8,29.71
L001742,2025-04-11,T0202,Logan Lopez,"Seattle, WA → New York, NY",1305,2831.85,2405.66,426.19,15.05
L001743,2025-09-11,T0065,Alex Thomas,"Portland, OR → Orlando, FL",1288,2125.2,2300.08,-174.88,-8.23
L001744,2025-03-29,T0040,Harper Smith,"Indianapolis, IN → Tampa, FL",1416,2591.28,2747.76,-156.48,-6.04
L001745,2025-04-05,T0006,Riley Miller,"Memphis, TN → Tampa, FL",923,1809.08,1766.54,42.54,2.35
L001746,2025-02-18,T0346,Cameron Brown,"Dallas, TX → Jacksonville, FL",2394,4381.02,4218.4,162.62,3.71
L001747,2025-03-11,T0282,Kai Brown,"Kansas City, MO → Louisville, KY",1970,3959.7,3462.1,497.6,12.57
L001748,2025-03-08,T0352,Hayden Taylor,"Houston, TX → Buffalo, NY",669,1899.96,1228.59,671.37,35.34
L001749,2025-07-18,T0322,Casey Johnson,"Nashville, TN → Pittsburgh, PA",767,2132.26,1230.83,901.43,42.28
L001750,2025-06-06,T0062,Jesse Gonzalez,"Atlanta, GA → Boise, ID",584,1547.6,1038.09,509.51,32.92
L001751,2025-04-07,T0062,Rowan Rodriguez,"Nashville, TN → Jacksonville, FL",2191,4075.26,3667.91,407.35,10.0
L001752,2025-05-07,T0363,Taylor Rodriguez,"Savannah, GA → Jacksonville, FL",1224,2705.04,2194.27,510.77,18.88
L001753,2025-02-15,T0008,Jesse Williams,"San Antonio, TX → Baltimore, MD",2348,4789.92,3873.86,916.06,19.12
L001754,2025-01-13,T0137,Quinn Thomas,"Miami, FL → Minneapolis, MN",1841,4234.3,3390.12,844.18,19.94
L001755,2025-09-13,T0078,Casey Johnson,"Charlotte, NC → Buffalo, NY",2184,5045.04,3468.51,1576.53,31.25
L001756,2025-06-10,T0125,Jesse Lopez,"Columbus, OH → Buffalo, NY",2057,4998.51,3477.52,1520.99,30.43
L001757,2025-08-29,T0146,Alex Williams,"Savannah, GA → Philadelphia, PA",1290,3096.0,2185.05,910.95,29.42
L001758,2025-04-03,T0235,Reese Taylor,"Denver, CO → Cincinnati, OH",766,2160.12,1307.16,852.96,39.49
L001759,2025-01-25,T0049,Kai Thomas,"Indianapolis, IN → Buffalo, NY",234,840.06,419.95,420.11,50.01
L001760,2025-08-20,T0197,Hayden Lopez,"Savannah, GA → Orlando, FL",145,523.45,351.9,171.55,32.77
L001761,2025-06-08,T0371,Alex Martinez,"Boston, MA → Jacksonville, FL",1416,2293.92,2278.21,15.71,0.68
L001762,2025-06-10,T0127,Avery Jones,"Savannah, GA → Norfolk, VA",1693,3589.16,3114.51,474.65,13.22
L001763,2025-09-07,T0162,Morgan Jones,"Savannah, GA → Norfolk, VA",2075,5104.5,3796.66,1307.84,25.62
L001764,2025-02-22,T0306,Kai Martin,"Miami, FL → Minneapolis, MN",528,1684.32,955.59,728.73,43.27
L001765,2025-03-03,T0328,Alex Johnson,"Newark, NJ → San Diego, CA",1999,4897.55,3859.36,1038.19,21.2
L001766,2025-06-11,T0051,Harper Taylor,"Atlanta, GA → Philadelphia, PA",663,1591.2,1212.74,378.46,23.78
L001767,2025-06-03,T0122,Alex Smith,"Newark, NJ → San Diego, CA",2166,4721.88,3648.4,1073.48,22.73
L001768,2025-08-09,T0261,Riley Thomas,"Miami, FL → Salt Lake City, UT",163,625.92,268.2,357.72,57.15
L001769,2025-04-16,T0125,Drew Jones,"Indianapolis, IN → New York, NY",1386,3229.38,2323.73,905.65,28.04
L001770,2025-07-11,T0252,Alex Johnson,"Columbus, OH → Salt Lake City, UT",723,1626.75,1461.63,165.12,10.15
L001771,2025-05-01,T0071,Alex Martinez,"Boston, MA → Orlando, FL",1323,2182.95,2345.23,-162.28,-7.43
L001772,2025-09-10,T0122,Finley Martin,"San Antonio, TX → Buffalo, NY",1070,2140.0,1870.12,269.88,12.61
L001773,2025-05-25,T0396,Alex Williams,"Savannah, GA → Salt Lake City, UT",1240,2703.2,2161.68,541.52,20.03
L001774,2025-08-07,T0225,Casey Smith,"Savannah, GA → Orlando, FL",2413,4319.27,4644.55,-325.28,-7.53
L001775,2025-04-08,T0284,Finley Jackson,"Newark, NJ → Raleigh, NC",2150,4579.5,3760.3,819.2,17.89
L001776,2025-06-18,T0399,Rowan Jackson,"San Antonio, TX → Birmingham, AL",400,1236.0,704.35,531.65,43.01
L001777,2025-01-26,T0284,Alex Brown,"Houston, TX → Buffalo, NY",1416,2888.64,2250.43,638.21,22.09
